person_age,gender,city,urban_type,family_size,dependents,house_ownership,occupation,person_emp_length,income_seasonal,person_income,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_tenor_months,nepra_income_tier,utility_units_per_month,monthly_bill_pkr,bills_paid_ontime_12mo,bills_late_12mo,payment_streak_months,has_mobile_wallet,wallet_provider,mobile_txn_per_month,has_smartphone,peer_defaults,has_guarantor,cb_person_default_on_file,cb_cred_hist_length_years,is_unbanked,loan_status,data_source
26,female,Bahawalpur,rural_adjacent,3,1,rent,Domestic worker,2.6,0,334056,education,99593,35.6,0.298,6,very_low,118,1651.0,3,9,5,0,None,0,0,4,0,Y,2,0,0,synthetic_PK_calibrated
41,female,Rawalpindi,urban,2,0,rent,Daily wage laborer,0.5,0,308352,inventory_purchase,70488,35.8,0.229,6,very_low,67,937.0,6,6,4,1,EasyPaisa,19,1,3,0,Y,2,1,0,synthetic_PK_calibrated
35,male,Rawalpindi,urban,4,0,family_home,Small shopkeeper,4.7,0,409368,home_repair,33400,26.9,0.082,6,lower_middle,277,10933.0,7,5,8,0,None,0,1,4,0,N,3,0,0,synthetic_PK_calibrated
42,male,Multan,peri_urban,8,2,rent,Domestic worker,0.7,0,319728,inventory_purchase,22745,19.1,0.071,12,very_low,109,1525.0,3,9,5,0,None,0,1,3,0,Y,2,1,1,synthetic_PK_calibrated
54,female,Lahore,urban,4,0,rent,Construction worker,3.4,1,413184,inventory_purchase,147063,18.5,0.356,18,low,166,4477.0,4,8,5,1,NayaPay,3,0,4,0,Y,0,1,0,synthetic_PK_calibrated
34,female,Rawalpindi,urban,5,3,rent,Daily wage laborer,0.8,0,234792,equipment_purchase,135436,26.7,0.577,9,very_low,74,1035.0,7,5,6,1,EasyPaisa,3,1,4,1,Y,3,0,1,synthetic_PK_calibrated
38,male,Peshawar,peri_urban,3,1,family_home,Small shopkeeper,0.5,0,675060,livestock,74180,25.2,0.11,12,lower_middle,257,10144.0,8,4,6,0,None,0,0,0,0,N,0,1,0,synthetic_PK_calibrated
26,male,Bahawalpur,rural_adjacent,6,2,family_home,Rickshaw/bike driver,5.6,0,423528,equipment_purchase,94609,29.5,0.223,9,low,182,4909.0,8,4,5,1,NayaPay,32,1,3,0,N,2,0,0,synthetic_PK_calibrated
48,female,Multan,peri_urban,8,1,rent,Small shopkeeper,0.5,0,627948,medical_emergency,44008,33.0,0.07,9,lower_middle,311,12275.0,6,6,7,1,EasyPaisa,5,1,1,1,N,3,1,0,synthetic_PK_calibrated
46,female,Faisalabad,urban,2,0,rent,Rickshaw/bike driver,10.3,0,343860,education,65945,31.5,0.192,3,low,140,3776.0,7,5,5,0,None,0,1,2,0,N,2,0,0,synthetic_PK_calibrated
50,male,Lahore,urban,7,4,family_home,Small shopkeeper,7.9,0,733380,inventory_purchase,82017,26.0,0.112,12,lower_middle,232,9157.0,9,3,7,1,SadaPay,22,0,2,1,N,2,1,0,synthetic_PK_calibrated
28,male,Sialkot,peri_urban,4,1,rent,Small shopkeeper,2.0,0,431100,equipment_purchase,110922,27.7,0.257,12,lower_middle,202,7973.0,8,4,4,0,None,0,1,3,0,Y,1,1,1,synthetic_PK_calibrated
54,male,Peshawar,peri_urban,5,1,family_home,Street food vendor,4.0,1,443544,education,83860,32.7,0.189,3,low,147,3965.0,6,6,2,1,JazzCash,13,1,4,0,N,1,0,1,synthetic_PK_calibrated
28,male,Peshawar,peri_urban,2,0,family_home,Construction worker,2.8,1,518700,inventory_purchase,115996,23.6,0.224,6,low,155,4180.0,6,6,6,0,None,0,1,3,1,N,2,0,1,synthetic_PK_calibrated
41,female,Karachi,urban,5,2,rent,Informal factory worker,0.5,0,393696,medical_emergency,110155,30.1,0.28,24,lower_middle,293,11565.0,8,4,6,1,NayaPay,30,1,5,0,N,1,1,1,synthetic_PK_calibrated
34,male,Rahim Yar Khan,rural_adjacent,3,1,family_home,Home-based worker,11.5,0,256776,livestock,142461,24.9,0.555,9,very_low,60,839.0,8,4,4,1,NayaPay,32,0,3,0,Y,3,1,1,synthetic_PK_calibrated
55,female,Peshawar,peri_urban,8,1,rent,Informal factory worker,2.7,0,303408,livestock,128482,22.6,0.423,18,lower_middle,184,7262.0,6,6,6,0,None,0,0,1,0,N,1,0,1,synthetic_PK_calibrated
36,male,Lahore,urban,8,2,rent,Small farmer,2.2,1,636780,equipment_purchase,88385,30.6,0.139,9,lower_middle,229,9039.0,8,4,5,0,None,0,1,4,0,Y,0,1,0,synthetic_PK_calibrated
50,male,Multan,peri_urban,4,1,rent,Rickshaw/bike driver,2.5,0,561468,equipment_purchase,36786,35.3,0.066,9,low,104,2805.0,6,6,4,0,None,0,1,4,0,Y,3,0,0,synthetic_PK_calibrated
20,male,Multan,peri_urban,6,2,family_home,Street food vendor,9.0,1,344376,equipment_purchase,26658,23.8,0.077,18,low,118,3182.0,5,7,3,0,None,0,0,2,0,Y,1,0,1,synthetic_PK_calibrated
54,male,Gujranwala,urban,3,0,family_home,Daily wage laborer,0.5,0,264348,education,126685,22.1,0.479,18,very_low,87,1217.0,6,6,3,1,SadaPay,19,1,4,0,Y,1,1,1,synthetic_PK_calibrated
20,male,Bahawalpur,rural_adjacent,3,1,rent,Daily wage laborer,0.9,0,342876,inventory_purchase,101854,19.9,0.297,18,very_low,113,1581.0,4,8,2,0,None,0,0,5,0,Y,1,1,1,synthetic_PK_calibrated
50,male,Lahore,urban,3,0,rent,Construction worker,11.6,1,305760,working_capital,44023,34.0,0.144,18,low,102,2751.0,6,6,2,0,None,0,1,4,0,N,1,0,0,synthetic_PK_calibrated
31,male,Sialkot,peri_urban,4,0,rent,Small shopkeeper,6.5,0,557316,medical_emergency,35399,25.3,0.064,9,lower_middle,191,7539.0,10,2,9,0,None,0,1,1,1,Y,3,1,1,synthetic_PK_calibrated
41,female,Faisalabad,urban,2,0,own,Street food vendor,5.2,1,259608,medical_emergency,19633,25.8,0.076,12,low,164,4423.0,5,7,7,0,None,0,1,4,1,Y,0,1,1,synthetic_PK_calibrated
29,male,Lahore,urban,2,0,own,Small shopkeeper,5.2,0,343128,livestock,59486,31.7,0.173,9,lower_middle,210,8289.0,9,3,11,1,NayaPay,23,1,1,0,N,0,0,0,synthetic_PK_calibrated
24,male,Multan,peri_urban,3,1,family_home,Small farmer,7.5,1,276840,home_repair,33514,31.6,0.121,18,lower_middle,203,8012.0,7,5,5,1,NayaPay,8,1,3,0,Y,0,0,1,synthetic_PK_calibrated
23,male,Faisalabad,urban,5,0,family_home,Daily wage laborer,0.9,0,285852,working_capital,114554,23.4,0.401,9,very_low,114,1595.0,5,7,4,0,None,0,0,4,0,Y,2,0,1,synthetic_PK_calibrated
51,male,Rahim Yar Khan,rural_adjacent,7,3,rent,Small farmer,2.3,1,224208,medical_emergency,52387,23.7,0.234,3,lower_middle,207,8170.0,5,7,7,0,None,0,1,3,1,N,0,1,0,synthetic_PK_calibrated
47,female,Rawalpindi,urban,3,1,rent,Daily wage laborer,3.1,0,275304,home_repair,113269,19.3,0.411,12,very_low,77,1077.0,4,8,5,0,None,0,1,3,0,Y,1,0,0,synthetic_PK_calibrated
40,female,Karachi,urban,7,4,own,Street food vendor,1.7,1,450540,equipment_purchase,75069,24.4,0.167,6,low,117,3155.0,5,7,10,1,NayaPay,16,1,1,0,N,1,1,0,synthetic_PK_calibrated
48,female,Rawalpindi,urban,5,0,family_home,Small farmer,1.9,1,607800,working_capital,21829,20.0,0.036,3,lower_middle,292,11525.0,7,5,6,1,NayaPay,2,1,1,1,Y,2,1,1,synthetic_PK_calibrated
39,female,Karachi,urban,5,2,family_home,Street food vendor,7.2,1,289800,livestock,10315,27.9,0.036,3,low,210,5664.0,5,7,3,0,None,0,1,4,0,Y,1,0,1,synthetic_PK_calibrated
39,male,Multan,peri_urban,2,0,rent,Rickshaw/bike driver,1.6,0,296040,inventory_purchase,41622,34.0,0.141,24,low,157,4234.0,3,9,2,1,EasyPaisa,4,1,3,0,N,0,0,1,synthetic_PK_calibrated
33,male,Faisalabad,urban,8,4,own,Self-employed electrician,9.0,0,471660,livestock,117284,35.3,0.249,24,middle,406,18505.0,9,3,10,0,None,0,1,1,0,Y,1,1,0,synthetic_PK_calibrated
35,male,Multan,peri_urban,3,0,rent,Rickshaw/bike driver,12.0,0,346272,equipment_purchase,139116,32.4,0.402,9,low,126,3398.0,6,6,7,1,EasyPaisa,22,0,2,0,N,2,1,0,synthetic_PK_calibrated
43,male,Faisalabad,urban,3,0,rent,Street food vendor,3.4,1,337224,equipment_purchase,43135,33.9,0.128,3,low,196,5286.0,5,7,4,0,None,0,0,4,0,Y,3,0,1,synthetic_PK_calibrated
43,male,Sialkot,peri_urban,5,0,rent,Small farmer,1.7,1,537576,education,124006,21.0,0.231,9,lower_middle,302,11920.0,4,8,4,1,SadaPay,3,0,2,0,Y,3,1,1,synthetic_PK_calibrated
36,female,Faisalabad,urban,2,0,family_home,Street food vendor,1.6,1,409116,inventory_purchase,121775,21.9,0.298,6,low,156,4207.0,8,4,1,1,NayaPay,18,1,4,0,N,2,0,1,synthetic_PK_calibrated
45,male,Bahawalpur,rural_adjacent,3,1,rent,Construction worker,1.3,1,446004,livestock,115704,35.7,0.259,6,low,202,5448.0,3,9,2,1,NayaPay,31,1,3,0,N,0,0,0,synthetic_PK_calibrated
54,male,Faisalabad,urban,4,0,rent,Domestic worker,3.3,0,201948,medical_emergency,110977,33.6,0.55,9,very_low,104,1455.0,3,9,4,0,None,0,1,3,0,N,2,0,1,synthetic_PK_calibrated
39,male,Karachi,urban,6,2,family_home,Daily wage laborer,2.6,0,372144,working_capital,77613,35.7,0.209,3,very_low,78,1091.0,7,5,6,1,SadaPay,20,1,4,0,N,3,1,0,synthetic_PK_calibrated
20,male,Faisalabad,urban,3,1,family_home,Small farmer,2.8,1,385152,medical_emergency,79319,29.9,0.206,6,lower_middle,313,12354.0,3,9,5,1,NayaPay,9,1,2,0,N,1,1,1,synthetic_PK_calibrated
29,male,Sialkot,peri_urban,3,1,family_home,Rickshaw/bike driver,3.2,0,569508,medical_emergency,90220,33.7,0.158,3,low,161,4342.0,5,7,8,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
52,female,Rawalpindi,urban,3,1,family_home,Construction worker,0.5,1,434856,home_repair,76442,20.9,0.176,12,low,116,3129.0,3,9,3,1,SadaPay,30,0,5,0,Y,3,1,1,synthetic_PK_calibrated
40,female,Sialkot,peri_urban,5,1,own,Home-based worker,1.5,0,167604,inventory_purchase,68545,32.2,0.409,24,very_low,104,1455.0,7,5,3,1,NayaPay,23,1,0,0,Y,0,0,0,synthetic_PK_calibrated
27,male,Bahawalpur,rural_adjacent,8,0,family_home,Daily wage laborer,8.7,0,309888,inventory_purchase,127247,23.2,0.411,18,very_low,89,1245.0,5,7,1,0,None,0,0,2,0,N,1,1,0,synthetic_PK_calibrated
44,female,Lahore,urban,4,2,family_home,Construction worker,11.2,1,430836,inventory_purchase,103746,32.5,0.241,3,low,120,3236.0,6,6,8,1,JazzCash,26,1,2,0,N,1,0,1,synthetic_PK_calibrated
52,female,Lahore,urban,3,0,family_home,Small farmer,3.3,1,620064,inventory_purchase,28814,20.2,0.046,9,lower_middle,234,9236.0,5,7,4,1,SadaPay,5,1,3,1,N,1,0,0,synthetic_PK_calibrated
49,male,Multan,peri_urban,5,0,family_home,Home-based worker,3.7,0,180432,working_capital,42117,32.8,0.233,18,very_low,107,1497.0,3,9,2,1,NayaPay,13,1,4,1,Y,1,1,1,synthetic_PK_calibrated
44,male,Rawalpindi,urban,6,2,rent,Rickshaw/bike driver,4.6,0,349908,education,29395,20.3,0.084,3,low,199,5367.0,6,6,6,0,None,0,0,2,0,Y,3,1,1,synthetic_PK_calibrated
37,female,Peshawar,peri_urban,4,0,family_home,Daily wage laborer,0.5,0,343992,home_repair,38434,23.6,0.112,12,very_low,117,1637.0,4,8,1,0,None,0,1,4,0,Y,3,0,1,synthetic_PK_calibrated
21,female,Karachi,urban,2,0,family_home,Rickshaw/bike driver,7.4,0,505188,equipment_purchase,99279,19.9,0.197,9,low,169,4558.0,9,3,6,0,None,0,1,3,0,N,0,0,1,synthetic_PK_calibrated
32,male,Karachi,urban,8,1,family_home,Daily wage laborer,0.5,0,225288,working_capital,43233,27.5,0.192,3,very_low,74,1035.0,5,7,6,0,None,0,1,4,0,N,1,0,0,synthetic_PK_calibrated
28,male,Karachi,urban,4,0,rent,Motorcycle mechanic,0.5,0,421440,inventory_purchase,33805,19.1,0.08,12,lower_middle,217,8565.0,8,4,6,0,None,0,0,2,0,N,2,0,1,synthetic_PK_calibrated
46,male,Multan,peri_urban,4,1,own,Fruit/veg cart,1.1,0,241752,home_repair,74535,31.2,0.308,3,very_low,115,1609.0,4,8,5,1,NayaPay,15,0,2,1,N,1,0,0,synthetic_PK_calibrated
30,male,Gujranwala,urban,7,5,family_home,Construction worker,0.5,1,301092,livestock,133514,35.6,0.443,24,low,168,4531.0,4,8,2,1,JazzCash,19,1,4,0,N,3,0,0,synthetic_PK_calibrated
28,male,Sialkot,peri_urban,8,0,rent,Motorcycle mechanic,3.5,0,498780,working_capital,126289,22.5,0.253,18,lower_middle,203,8012.0,10,2,5,0,None,0,1,3,0,N,2,0,0,synthetic_PK_calibrated
36,female,Rahim Yar Khan,rural_adjacent,3,1,rent,Rickshaw/bike driver,1.7,0,561576,working_capital,101384,25.9,0.181,6,low,113,3048.0,7,5,4,0,None,0,0,1,0,Y,2,0,0,synthetic_PK_calibrated
27,female,Sialkot,peri_urban,5,1,rent,Daily wage laborer,7.3,0,362076,medical_emergency,50111,32.3,0.138,24,very_low,70,979.0,5,7,7,1,NayaPay,20,1,4,0,Y,3,1,0,synthetic_PK_calibrated
53,female,Lahore,urban,5,1,family_home,Domestic worker,3.5,0,347760,livestock,75815,30.4,0.218,18,very_low,70,979.0,5,7,4,1,JazzCash,9,1,5,0,Y,0,1,1,synthetic_PK_calibrated
29,male,Peshawar,peri_urban,7,3,family_home,Construction worker,11.7,1,298752,working_capital,5037,19.4,0.017,24,low,135,3641.0,5,7,5,0,None,0,1,3,0,N,0,1,1,synthetic_PK_calibrated
56,male,Rawalpindi,urban,8,0,family_home,Motorcycle mechanic,10.3,0,432312,livestock,95627,26.1,0.221,18,lower_middle,312,12315.0,7,5,8,0,None,0,1,2,0,Y,3,0,1,synthetic_PK_calibrated
36,male,Sialkot,peri_urban,4,0,own,Construction worker,3.5,1,395232,equipment_purchase,128001,30.3,0.324,3,low,129,3479.0,5,7,4,0,None,0,1,4,1,N,1,1,1,synthetic_PK_calibrated
36,female,Sialkot,peri_urban,4,0,rent,Small shopkeeper,1.0,0,592644,livestock,78537,35.9,0.133,6,lower_middle,272,10736.0,11,1,7,0,None,0,1,0,0,Y,0,0,0,synthetic_PK_calibrated
20,male,Gujranwala,urban,2,0,rent,Daily wage laborer,4.4,0,325800,working_capital,64757,35.2,0.199,12,very_low,70,979.0,5,7,5,0,None,0,1,1,0,Y,2,1,1,synthetic_PK_calibrated
27,male,Karachi,urban,6,3,rent,Street food vendor,0.5,1,455340,livestock,24158,29.6,0.053,6,low,105,2832.0,5,7,5,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
54,female,Peshawar,peri_urban,6,1,rent,Street food vendor,2.1,1,488172,livestock,47135,23.6,0.097,24,low,219,5906.0,7,5,4,0,None,0,1,4,0,Y,2,0,0,synthetic_PK_calibrated
27,female,Multan,peri_urban,7,4,rent,Rickshaw/bike driver,7.8,0,287292,equipment_purchase,20873,18.1,0.073,12,low,104,2805.0,5,7,3,1,NayaPay,19,1,3,0,Y,2,0,0,synthetic_PK_calibrated
26,female,Lahore,urban,8,1,family_home,Motorcycle mechanic,0.8,0,496608,home_repair,129158,26.4,0.26,3,lower_middle,210,8289.0,4,8,7,0,None,0,0,3,1,N,0,0,0,synthetic_PK_calibrated
50,male,Gujranwala,urban,2,0,rent,Street food vendor,5.9,1,386364,working_capital,29315,20.7,0.076,3,low,189,5097.0,7,5,3,0,None,0,1,4,0,Y,0,1,1,synthetic_PK_calibrated
50,female,Bahawalpur,rural_adjacent,2,0,own,Street food vendor,5.0,1,373476,medical_emergency,13752,18.3,0.037,3,low,210,5664.0,4,8,4,1,EasyPaisa,3,1,2,0,Y,3,1,0,synthetic_PK_calibrated
36,male,Sialkot,peri_urban,6,0,own,Daily wage laborer,1.0,0,249948,medical_emergency,93075,28.2,0.372,12,very_low,114,1595.0,4,8,4,1,NayaPay,6,1,4,0,N,3,1,0,synthetic_PK_calibrated
48,male,Bahawalpur,rural_adjacent,4,1,family_home,Construction worker,4.4,1,472992,working_capital,127388,34.0,0.269,6,low,136,3668.0,5,7,3,0,None,0,1,4,0,Y,3,0,1,synthetic_PK_calibrated
23,female,Rahim Yar Khan,rural_adjacent,2,0,rent,Rickshaw/bike driver,3.8,0,487680,inventory_purchase,91437,18.3,0.187,18,low,100,2697.0,7,5,2,1,SadaPay,3,0,4,1,N,1,0,0,synthetic_PK_calibrated
50,female,Multan,peri_urban,3,1,rent,Fruit/veg cart,2.3,0,199836,working_capital,117168,30.3,0.586,12,very_low,56,783.0,5,7,4,0,None,0,1,4,0,N,1,0,0,synthetic_PK_calibrated
55,male,Karachi,urban,8,1,rent,Small shopkeeper,1.0,0,751512,medical_emergency,70875,29.3,0.094,24,lower_middle,309,12196.0,7,5,9,1,EasyPaisa,21,0,2,0,N,0,1,0,synthetic_PK_calibrated
49,male,Gujranwala,urban,7,2,rent,Small shopkeeper,1.2,0,642384,livestock,28412,19.3,0.044,18,lower_middle,294,11604.0,5,7,9,1,NayaPay,12,1,2,0,N,1,0,0,synthetic_PK_calibrated
50,female,Karachi,urban,8,0,rent,Daily wage laborer,3.8,0,251568,medical_emergency,138991,31.0,0.552,12,very_low,90,1259.0,4,8,4,1,SadaPay,22,1,2,0,Y,2,1,1,synthetic_PK_calibrated
44,male,Multan,peri_urban,5,0,own,Construction worker,7.9,1,334824,equipment_purchase,63906,28.5,0.191,6,low,160,4315.0,9,3,3,0,None,0,1,4,0,Y,2,0,0,synthetic_PK_calibrated
34,male,Lahore,urban,4,2,rent,Street food vendor,3.2,1,420384,home_repair,104423,29.4,0.248,24,low,174,4693.0,2,10,4,1,JazzCash,10,1,1,0,Y,3,1,1,synthetic_PK_calibrated
26,female,Karachi,urban,4,1,rent,Informal factory worker,2.5,0,367764,home_repair,102421,32.0,0.278,9,lower_middle,183,7223.0,5,7,6,0,None,0,0,4,1,Y,0,0,0,synthetic_PK_calibrated
43,male,Multan,peri_urban,2,0,family_home,Small farmer,4.1,1,253476,home_repair,145517,23.2,0.574,6,lower_middle,215,8486.0,5,7,3,1,JazzCash,6,1,3,0,N,3,1,0,synthetic_PK_calibrated
40,female,Gujranwala,urban,5,3,rent,Small farmer,15.1,1,578316,medical_emergency,68094,23.1,0.118,3,lower_middle,193,7618.0,7,5,5,1,EasyPaisa,27,1,4,1,Y,3,0,1,synthetic_PK_calibrated
27,male,Rawalpindi,urban,7,4,family_home,Small shopkeeper,10.7,0,494544,education,116115,31.0,0.235,24,lower_middle,208,8210.0,9,3,10,1,SadaPay,5,1,1,1,N,1,1,0,synthetic_PK_calibrated
41,male,Faisalabad,urban,8,3,family_home,Home-based worker,5.6,0,260988,inventory_purchase,14586,31.2,0.056,9,very_low,58,811.0,6,6,5,1,SadaPay,9,0,3,0,N,3,1,0,synthetic_PK_calibrated
33,male,Peshawar,peri_urban,7,0,family_home,Small shopkeeper,0.5,0,340968,education,60535,18.6,0.178,9,lower_middle,208,8210.0,7,5,6,1,JazzCash,6,0,3,0,N,0,1,0,synthetic_PK_calibrated
53,female,Gujranwala,urban,3,0,own,Domestic worker,2.5,0,184140,livestock,57077,22.5,0.31,24,very_low,84,1175.0,3,9,0,1,EasyPaisa,34,1,4,0,N,3,0,0,synthetic_PK_calibrated
36,male,Faisalabad,urban,3,1,rent,Construction worker,8.3,1,395292,livestock,88794,29.3,0.225,3,low,135,3641.0,6,6,3,0,None,0,0,4,0,Y,0,1,1,synthetic_PK_calibrated
24,male,Karachi,urban,3,1,family_home,Small shopkeeper,2.6,0,827400,education,149177,24.5,0.18,24,lower_middle,199,7855.0,12,0,11,1,JazzCash,15,1,1,0,Y,2,1,0,synthetic_PK_calibrated
22,male,Gujranwala,urban,6,4,family_home,Street food vendor,0.5,1,400896,working_capital,5615,29.0,0.014,12,low,153,4126.0,7,5,3,1,EasyPaisa,28,1,3,0,N,3,0,0,synthetic_PK_calibrated
51,male,Peshawar,peri_urban,5,0,family_home,Home-based worker,1.4,0,225600,livestock,65012,19.4,0.288,18,very_low,107,1497.0,3,9,5,0,None,0,1,4,0,N,1,0,1,synthetic_PK_calibrated
34,female,Rahim Yar Khan,rural_adjacent,2,0,family_home,Rickshaw/bike driver,0.6,0,567396,livestock,72690,24.0,0.128,24,low,106,2859.0,8,4,2,1,JazzCash,8,0,4,1,Y,1,1,0,synthetic_PK_calibrated
46,male,Rawalpindi,urban,6,2,own,Home-based worker,2.0,0,176100,working_capital,15715,35.3,0.089,18,very_low,80,1119.0,6,6,5,0,None,0,1,2,0,N,1,0,0,synthetic_PK_calibrated
21,male,Bahawalpur,rural_adjacent,8,1,family_home,Domestic worker,1.7,0,181800,home_repair,109691,26.9,0.603,12,very_low,68,951.0,2,10,4,1,SadaPay,29,1,2,1,Y,1,0,1,synthetic_PK_calibrated
24,female,Gujranwala,urban,7,3,own,Motorcycle mechanic,6.7,0,474828,equipment_purchase,126822,29.0,0.267,24,lower_middle,255,10065.0,9,3,7,0,None,0,1,2,0,N,1,0,0,synthetic_PK_calibrated
43,male,Rawalpindi,urban,2,0,rent,Domestic worker,1.6,0,313464,education,61196,19.0,0.195,6,very_low,113,1581.0,6,6,4,1,SadaPay,23,1,2,0,Y,2,0,1,synthetic_PK_calibrated
53,male,Multan,peri_urban,6,3,rent,Street food vendor,0.8,1,406800,working_capital,53425,28.3,0.131,24,low,195,5259.0,5,7,3,1,EasyPaisa,16,0,4,0,N,3,1,1,synthetic_PK_calibrated
20,male,Rawalpindi,urban,6,4,family_home,Rickshaw/bike driver,0.6,0,539100,equipment_purchase,57243,19.2,0.106,9,low,217,5852.0,9,3,2,1,EasyPaisa,32,1,3,0,Y,1,1,0,synthetic_PK_calibrated
33,male,Peshawar,peri_urban,4,1,family_home,Home-based worker,10.9,0,259812,home_repair,89217,22.3,0.343,24,very_low,107,1497.0,2,10,7,1,SadaPay,21,1,2,1,N,1,1,0,synthetic_PK_calibrated
38,female,Multan,peri_urban,6,1,family_home,Small shopkeeper,1.1,0,373608,education,29406,22.6,0.079,6,lower_middle,282,11131.0,7,5,7,1,SadaPay,19,1,2,0,N,2,1,0,synthetic_PK_calibrated
52,male,Karachi,urban,7,4,family_home,Small shopkeeper,14.9,0,654564,home_repair,116641,34.6,0.178,9,lower_middle,308,12157.0,10,2,7,0,None,0,1,2,1,N,3,1,0,synthetic_PK_calibrated
45,male,Peshawar,peri_urban,2,0,rent,Domestic worker,4.9,0,263652,medical_emergency,67968,33.9,0.258,6,very_low,67,937.0,6,6,1,1,SadaPay,30,1,5,0,Y,0,0,0,synthetic_PK_calibrated
38,female,Rahim Yar Khan,rural_adjacent,6,2,rent,Self-employed electrician,4.8,0,571932,education,61922,19.9,0.108,18,middle,329,14996.0,5,7,6,1,SadaPay,15,1,5,1,N,1,1,0,synthetic_PK_calibrated
34,male,Faisalabad,urban,8,5,family_home,Small shopkeeper,4.0,0,776016,equipment_purchase,56337,27.4,0.073,3,lower_middle,224,8841.0,10,2,9,1,NayaPay,25,1,2,0,N,0,1,1,synthetic_PK_calibrated
37,female,Lahore,urban,8,4,family_home,Domestic worker,4.9,0,231252,education,44916,32.6,0.194,9,very_low,83,1161.0,5,7,4,0,None,0,0,4,0,N,3,1,1,synthetic_PK_calibrated
42,male,Rahim Yar Khan,rural_adjacent,5,3,rent,Construction worker,1.2,1,345492,livestock,41163,30.7,0.119,24,low,194,5232.0,2,10,1,1,EasyPaisa,7,0,4,0,Y,3,1,1,synthetic_PK_calibrated
49,male,Karachi,urban,2,0,rent,Domestic worker,2.0,0,286416,working_capital,30293,19.7,0.106,24,very_low,105,1469.0,5,7,4,0,None,0,0,5,1,Y,2,1,1,synthetic_PK_calibrated
25,male,Bahawalpur,rural_adjacent,3,0,rent,Small shopkeeper,22.1,0,812340,equipment_purchase,53110,34.5,0.065,12,lower_middle,216,8526.0,9,3,7,1,NayaPay,2,1,3,1,Y,2,1,0,synthetic_PK_calibrated
25,male,Rahim Yar Khan,rural_adjacent,4,1,family_home,Informal factory worker,1.5,0,472248,inventory_purchase,32410,23.0,0.069,9,lower_middle,195,7697.0,7,5,9,0,None,0,0,4,0,N,2,1,0,synthetic_PK_calibrated
43,male,Karachi,urban,5,2,family_home,Rickshaw/bike driver,1.9,0,305808,equipment_purchase,85821,29.4,0.281,3,low,160,4315.0,8,4,3,0,None,0,0,3,0,N,2,0,0,synthetic_PK_calibrated
50,male,Gujranwala,urban,4,1,family_home,Motorcycle mechanic,2.1,0,573492,livestock,45285,21.0,0.079,3,lower_middle,210,8289.0,9,3,6,1,EasyPaisa,13,0,3,0,N,0,0,0,synthetic_PK_calibrated
32,male,Peshawar,peri_urban,7,4,family_home,Motorcycle mechanic,1.1,0,456132,equipment_purchase,86666,27.9,0.19,6,lower_middle,227,8960.0,10,2,6,0,None,0,1,2,1,Y,1,1,0,synthetic_PK_calibrated
41,female,Peshawar,peri_urban,7,3,own,Informal factory worker,3.8,0,449076,inventory_purchase,139461,19.8,0.311,9,lower_middle,241,9512.0,7,5,5,1,SadaPay,22,1,4,0,Y,3,0,1,synthetic_PK_calibrated
55,male,Rahim Yar Khan,rural_adjacent,2,0,family_home,Domestic worker,2.7,0,209916,working_capital,133121,34.9,0.634,18,very_low,94,1315.0,4,8,3,0,None,0,1,4,0,Y,3,1,0,synthetic_PK_calibrated
22,male,Sialkot,peri_urban,5,1,family_home,Fruit/veg cart,0.9,0,257964,livestock,99328,30.2,0.385,18,very_low,115,1609.0,4,8,6,0,None,0,1,3,0,N,2,1,1,synthetic_PK_calibrated
32,male,Faisalabad,urban,6,4,own,Small shopkeeper,7.5,0,573876,working_capital,36941,29.4,0.064,18,lower_middle,181,7144.0,12,0,7,1,NayaPay,18,1,0,1,N,3,0,0,synthetic_PK_calibrated
46,male,Rahim Yar Khan,rural_adjacent,8,6,rent,Motorcycle mechanic,0.5,0,305388,livestock,96150,29.0,0.315,12,lower_middle,319,12591.0,10,2,4,1,EasyPaisa,11,1,2,0,Y,1,0,1,synthetic_PK_calibrated
45,male,Multan,peri_urban,6,4,rent,Small farmer,4.8,1,431184,inventory_purchase,74690,33.7,0.173,18,lower_middle,302,11920.0,7,5,4,1,JazzCash,13,0,4,0,N,0,1,0,synthetic_PK_calibrated
40,male,Multan,peri_urban,3,1,family_home,Street food vendor,1.6,1,458640,inventory_purchase,140815,34.0,0.307,18,low,172,4639.0,4,8,5,1,JazzCash,7,1,3,0,N,2,1,1,synthetic_PK_calibrated
25,male,Karachi,urban,2,0,rent,Home-based worker,3.0,0,324084,medical_emergency,33688,21.8,0.104,12,very_low,84,1175.0,4,8,3,0,None,0,1,4,0,N,1,0,0,synthetic_PK_calibrated
44,female,Lahore,urban,4,1,family_home,Small shopkeeper,2.2,0,447564,home_repair,12645,27.6,0.028,24,lower_middle,227,8960.0,5,7,6,0,None,0,1,1,0,Y,3,0,0,synthetic_PK_calibrated
44,male,Faisalabad,urban,6,2,rent,Motorcycle mechanic,0.5,0,614940,equipment_purchase,91298,30.4,0.148,12,lower_middle,284,11209.0,9,3,9,1,JazzCash,3,1,2,0,Y,1,1,0,synthetic_PK_calibrated
